Product_ID,Product_Name,Category,Brand,Average_Price,SPF_Rating,Skin_Type,Hair_Type,Age_Group,Gender,Popularity_Rating,Usage_Frequency,Primary_Ingredient,Fragrance_Type,Waterproof,Organic,Paraben_Free,Summer_Essential_Score,Region_Usage,Online_Availability
P02854,Shampoo,Haircare,Himalaya,168,50,Oily,Coily,Senior,Male,3,Occasional,Rose Water,Floral,Yes,No,Yes,7,South,Myntra
P02855,Sunscreen,Fragrance,L'Oréal,115.33,30,Normal,,Adult,Male,5,Daily,Rose Water,Fruity,No,Yes,No,9,South,Amazon
P02856,Serum,Haircare,Dove,1422.91,0,Normal,Curly,Adult,Unisex,2,Weekly,Charcoal,Citrus,Yes,Yes,Yes,3,West,Amazon
P02857,Deodorant,Fragrance,Lakmé,157.66,0,Oily,,Adult,Unisex,1,Weekly,Coconut Oil,Citrus,No,No,No,6,East,Brand Website
P02858,Toner,Fragrance,Mamaearth,462.8,0,Sensitive,Straight,Teen,Male,5,Weekly,Aloe Vera,Floral,No,Yes,No,3,Pan-India,Nykaa
P02859,Toner,Haircare,Neutrogena,1013.34,50,Dry,,Adult,Female,4,Occasional,Coconut Oil,Woody,No,No,Yes,3,West,Brand Website
P02860,Toner,Bodycare,Garnier,201.03,50,Dry,,Senior,Unisex,3,Occasional,Rose Water,Woody,Yes,No,Yes,8,West,Brand Website
P02861,Body Lotion,Skincare,Biotique,737.3,30,Oily,Straight,Senior,Male,2,Weekly,Coconut Oil,Floral,Yes,No,No,1,West,Myntra
P02862,Face Wash,Makeup,L'Oréal,403.98,30,Normal,,Teen,Female,4,Weekly,Tea Tree,Woody,Yes,No,No,8,East,Nykaa
P02863,Shampoo,Fragrance,Dove,1251.16,0,Oily,,Adult,Female,1,Occasional,Charcoal,Unscented,No,Yes,No,1,West,Myntra
P02864,Moisturizer,Bodycare,Dove,1414.38,30,Normal,,Teen,Female,1,Occasional,Coconut Oil,Citrus,No,No,Yes,6,South,Myntra
P02865,Face Wash,Fragrance,Mamaearth,1105.9,50,Dry,Curly,Adult,Unisex,1,Weekly,Tea Tree,Woody,No,No,No,6,Pan-India,Flipkart
P02866,Moisturizer,Haircare,Garnier,678.45,15,Combination,Straight,Adult,Female,5,Daily,Vitamin C,Unscented,Yes,No,Yes,1,South,Brand Website
P02867,Conditioner,Skincare,Biotique,954.31,0,Combination,Straight,Teen,Male,1,Daily,Charcoal,Unscented,No,Yes,No,8,North,Brand Website
P02868,Face Wash,Fragrance,Garnier,1343.34,30,Combination,Curly,Adult,Female,5,Occasional,Tea Tree,Fruity,Yes,No,No,8,North,Myntra
P02869,Lip Balm,Bodycare,Garnier,1153.65,0,Oily,,Teen,Unisex,3,Daily,Rose Water,Citrus,No,Yes,No,6,North,Brand Website
P02870,Toner,Bodycare,Lakmé,1033.49,0,Combination,Wavy,Adult,Unisex,2,Weekly,Rose Water,Fruity,No,Yes,Yes,3,South,Myntra
P02871,Deodorant,Skincare,Himalaya,514.93,15,Oily,Curly,Teen,Unisex,4,Daily,Tea Tree,Fruity,Yes,Yes,No,2,East,Nykaa
P02872,Deodorant,Haircare,Neutrogena,478.61,15,Sensitive,,Teen,Unisex,3,Occasional,Aloe Vera,Unscented,No,No,No,1,East,Nykaa
P02873,Serum,Fragrance,L'Oréal,415.5,15,Normal,Straight,Adult,Female,2,Weekly,Vitamin C,Woody,Yes,No,No,3,North,Myntra
P02874,Deodorant,Makeup,Garnier,562.06,50,Normal,Wavy,Adult,Unisex,2,Occasional,Rose Water,Citrus,No,Yes,Yes,8,South,Brand Website
P02875,Shampoo,Skincare,Biotique,1112.35,30,Combination,,Senior,Unisex,5,Weekly,Rose Water,Floral,No,No,No,2,West,Myntra
P02876,Body Lotion,Bodycare,Garnier,452.03,0,Normal,Straight,Adult,Male,4,Daily,Coconut Oil,Floral,No,No,No,5,Pan-India,Myntra
P02877,Face Wash,Skincare,L'Oréal,422.85,15,Oily,Wavy,Senior,Male,5,Occasional,Rose Water,Unscented,No,Yes,Yes,10,East,Flipkart
P02878,Toner,Skincare,Mamaearth,490.96,15,Oily,,Adult,Female,5,Daily,Tea Tree,Floral,No,Yes,No,1,North,Nykaa
P02879,Sunscreen,Bodycare,Himalaya,282.95,0,Oily,,Adult,Male,4,Weekly,Charcoal,Floral,Yes,No,No,7,Pan-India,Flipkart
P02880,Conditioner,Fragrance,Neutrogena,653.18,15,Oily,Straight,Teen,Female,4,Daily,Vitamin C,Woody,Yes,Yes,No,1,Pan-India,Amazon
P02881,Sunscreen,Skincare,Neutrogena,818.15,15,Dry,Curly,Adult,Female,3,Occasional,Tea Tree,Fruity,No,No,Yes,4,South,Brand Website
P02882,Toner,Haircare,Lakmé,150.07,0,Normal,,Adult,Male,1,Occasional,Aloe Vera,Woody,No,No,No,6,North,Flipkart
P02883,Deodorant,Fragrance,L'Oréal,854.85,0,Combination,Curly,Adult,Female,1,Daily,Aloe Vera,Fruity,No,No,Yes,10,East,Brand Website
P02884,Moisturizer,Makeup,Biotique,456.11,0,Combination,Straight,Teen,Male,4,Occasional,Rose Water,Floral,Yes,Yes,Yes,9,East,Myntra
P02885,Toner,Haircare,Dove,984.39,50,Normal,,Teen,Unisex,4,Occasional,Tea Tree,Woody,Yes,No,No,6,Pan-India,Myntra
P02886,Face Wash,Bodycare,Lakmé,522.14,0,Dry,Straight,Senior,Male,2,Occasional,Coconut Oil,Fruity,Yes,No,No,1,West,Nykaa
P02887,Conditioner,Haircare,Garnier,1244.86,30,Dry,Wavy,Adult,Male,1,Daily,Tea Tree,Woody,Yes,Yes,Yes,1,South,Myntra
P02888,Conditioner,Skincare,Garnier,704.52,0,Dry,,Senior,Female,4,Weekly,Tea Tree,Woody,Yes,No,Yes,3,North,Myntra
P02889,Toner,Makeup,Biotique,910.23,15,Combination,,Adult,Male,1,Weekly,Aloe Vera,Citrus,Yes,No,Yes,3,East,Nykaa
P02890,Face Wash,Haircare,Lakmé,1153.53,30,Dry,Wavy,Senior,Female,5,Occasional,Rose Water,Woody,No,Yes,Yes,1,North,Nykaa
P02891,Deodorant,Skincare,Ponds,552.78,50,Oily,,Adult,Unisex,3,Daily,Coconut Oil,Fruity,Yes,No,Yes,3,South,Myntra
P02892,Conditioner,Makeup,Biotique,266.04,30,Normal,,Senior,Male,1,Daily,Rose Water,Citrus,Yes,Yes,No,9,Pan-India,Brand Website
P02893,Moisturizer,Skincare,Himalaya,1051.52,0,Combination,,Teen,Female,4,Occasional,Rose Water,Unscented,Yes,Yes,Yes,5,West,Brand Website
P02894,Body Lotion,Makeup,Nivea,789.4,0,Combination,Coily,Teen,Female,3,Occasional,Coconut Oil,Citrus,Yes,Yes,Yes,2,North,Nykaa
P02895,Serum,Haircare,Himalaya,1130.74,15,Sensitive,Coily,Teen,Unisex,3,Weekly,Aloe Vera,Woody,No,Yes,No,2,Pan-India,Amazon
P02896,Deodorant,Makeup,Nivea,448.88,15,Dry,Curly,Adult,Male,3,Daily,Tea Tree,Floral,Yes,No,No,5,West,Brand Website
P02897,Face Wash,Haircare,Mamaearth,1417.7,0,Sensitive,,Teen,Female,3,Weekly,Aloe Vera,Woody,No,Yes,Yes,4,South,Nykaa
P02898,Conditioner,Fragrance,Neutrogena,1486.18,30,Normal,,Senior,Female,5,Weekly,Rose Water,Floral,Yes,Yes,No,2,South,Myntra
P02899,Body Lotion,Bodycare,Garnier,1137.11,30,Oily,,Teen,Female,2,Daily,Charcoal,Unscented,Yes,No,Yes,5,Pan-India,Flipkart
P02900,Shampoo,Skincare,L'Oréal,487.81,0,Normal,Coily,Adult,Unisex,5,Weekly,Charcoal,Unscented,Yes,No,No,9,West,Nykaa
P02901,Body Lotion,Haircare,L'Oréal,921.58,30,Dry,,Senior,Female,4,Daily,Rose Water,Floral,No,Yes,No,8,East,Nykaa
P02902,Face Wash,Bodycare,Neutrogena,776.17,0,Dry,Wavy,Adult,Female,1,Occasional,Aloe Vera,Fruity,No,No,No,9,South,Myntra
P02903,Toner,Haircare,Neutrogena,142.96,50,Oily,,Senior,Male,3,Daily,Vitamin C,Woody,Yes,Yes,No,2,South,Flipkart
P02904,Moisturizer,Skincare,L'Oréal,765.37,50,Sensitive,Wavy,Adult,Unisex,4,Daily,Tea Tree,Fruity,Yes,Yes,Yes,7,Pan-India,Myntra
P02905,Face Wash,Bodycare,Himalaya,865.92,30,Sensitive,,Adult,Female,2,Occasional,Charcoal,Unscented,No,No,No,9,East,Amazon
P02906,Conditioner,Skincare,Mamaearth,622.74,15,Combination,,Senior,Male,4,Occasional,Vitamin C,Woody,No,Yes,Yes,6,Pan-India,Nykaa
P02907,Toner,Skincare,Nivea,1476.13,30,Normal,Wavy,Teen,Female,3,Daily,Rose Water,Citrus,No,Yes,Yes,4,Pan-India,Brand Website
P02908,Serum,Haircare,Ponds,119.02,15,Oily,,Adult,Male,4,Daily,Rose Water,Floral,No,Yes,Yes,1,East,Amazon
P02909,Conditioner,Fragrance,Neutrogena,480.6,15,Combination,,Adult,Unisex,5,Occasional,Coconut Oil,Floral,No,No,Yes,6,East,Brand Website
P02910,Conditioner,Fragrance,Neutrogena,51.27,0,Combination,,Senior,Unisex,3,Daily,Charcoal,Woody,No,No,Yes,8,West,Amazon
P02911,Conditioner,Makeup,Garnier,639.86,50,Oily,,Adult,Unisex,3,Weekly,Rose Water,Unscented,No,Yes,Yes,1,East,Myntra
P02912,Face Wash,Haircare,Nivea,1040.87,0,Oily,,Senior,Female,2,Occasional,Aloe Vera,Woody,Yes,Yes,Yes,10,South,Nykaa
P02913,Moisturizer,Bodycare,Biotique,137.63,0,Combination,Wavy,Adult,Male,1,Daily,Rose Water,Fruity,Yes,No,Yes,9,East,Nykaa
P02914,Body Lotion,Skincare,Dove,642.19,15,Combination,,Senior,Unisex,5,Daily,Vitamin C,Citrus,No,Yes,No,5,North,Myntra
P02915,Serum,Haircare,Garnier,167.37,0,Combination,,Senior,Unisex,4,Weekly,Vitamin C,Fruity,Yes,No,Yes,2,South,Nykaa
P02916,Face Wash,Skincare,Dove,224.88,50,Combination,,Senior,Unisex,1,Daily,Rose Water,Citrus,Yes,No,Yes,3,West,Amazon
P02917,Serum,Haircare,Dove,1023.37,15,Sensitive,Curly,Teen,Female,4,Daily,Rose Water,Fruity,Yes,Yes,No,8,Pan-India,Myntra
P02918,Serum,Makeup,Garnier,61.82,30,Dry,Straight,Senior,Female,4,Occasional,Vitamin C,Unscented,Yes,No,Yes,2,East,Brand Website
P02919,Moisturizer,Skincare,Neutrogena,1099.37,30,Combination,,Adult,Male,2,Daily,Charcoal,Unscented,Yes,No,No,9,South,Nykaa
P02920,Shampoo,Bodycare,Biotique,1426.01,15,Normal,,Senior,Male,2,Daily,Coconut Oil,Woody,Yes,No,Yes,9,West,Flipkart
P02921,Lip Balm,Skincare,Mamaearth,222.74,30,Normal,,Senior,Male,2,Occasional,Charcoal,Citrus,Yes,Yes,No,10,East,Myntra
P02922,Shampoo,Skincare,Ponds,378.88,30,Combination,Wavy,Teen,Unisex,5,Occasional,Charcoal,Woody,Yes,No,No,9,North,Brand Website
P02923,Sunscreen,Skincare,Dove,122.66,30,Dry,Curly,Adult,Female,5,Daily,Aloe Vera,Unscented,Yes,No,No,8,North,Brand Website
P02924,Serum,Makeup,Garnier,473.51,30,Oily,Straight,Teen,Female,1,Occasional,Coconut Oil,Unscented,No,Yes,Yes,1,South,Amazon
P02925,Moisturizer,Bodycare,Garnier,933.94,0,Sensitive,,Senior,Male,5,Weekly,Tea Tree,Floral,No,No,Yes,2,Pan-India,Brand Website
P02926,Moisturizer,Haircare,Himalaya,351.47,15,Normal,,Senior,Unisex,5,Daily,Aloe Vera,Floral,Yes,Yes,No,5,East,Amazon
P02927,Face Wash,Skincare,Himalaya,915.28,30,Oily,Straight,Senior,Female,1,Occasional,Aloe Vera,Fruity,Yes,No,No,4,West,Brand Website
P02928,Shampoo,Skincare,Dove,648.37,0,Normal,,Adult,Male,1,Daily,Rose Water,Floral,Yes,Yes,No,5,Pan-India,Brand Website
P02929,Body Lotion,Makeup,Ponds,470.54,0,Dry,,Senior,Male,2,Daily,Tea Tree,Fruity,Yes,No,Yes,3,East,Flipkart
P02930,Body Lotion,Skincare,L'Oréal,195.17,30,Oily,,Adult,Female,2,Weekly,Rose Water,Citrus,Yes,No,No,6,South,Brand Website
P02931,Deodorant,Haircare,Biotique,830.98,30,Combination,Curly,Adult,Male,4,Daily,Charcoal,Unscented,Yes,No,No,6,South,Nykaa
P02932,Conditioner,Fragrance,Biotique,582.54,30,Normal,,Adult,Male,4,Occasional,Rose Water,Fruity,Yes,Yes,Yes,3,North,Myntra
P02933,Moisturizer,Fragrance,L'Oréal,372.41,30,Normal,,Adult,Female,4,Weekly,Tea Tree,Floral,Yes,Yes,No,4,Pan-India,Nykaa
P02934,Serum,Bodycare,Himalaya,946.65,15,Sensitive,Curly,Senior,Unisex,1,Occasional,Vitamin C,Floral,Yes,No,No,10,West,Myntra
P02935,Moisturizer,Makeup,Nivea,891.33,30,Dry,,Teen,Male,3,Occasional,Charcoal,Floral,Yes,No,No,5,West,Brand Website
P02936,Body Lotion,Fragrance,Garnier,588.82,0,Combination,,Adult,Unisex,1,Occasional,Aloe Vera,Unscented,No,Yes,No,2,Pan-India,Myntra
P02937,Toner,Makeup,Nivea,1064.08,15,Normal,Coily,Adult,Male,4,Daily,Aloe Vera,Citrus,Yes,Yes,Yes,2,East,Brand Website
P02938,Lip Balm,Haircare,L'Oréal,641.6,30,Combination,Wavy,Teen,Female,5,Daily,Vitamin C,Unscented,Yes,Yes,No,9,East,Amazon
P02939,Serum,Skincare,Himalaya,397.15,15,Oily,,Senior,Male,5,Weekly,Aloe Vera,Fruity,Yes,No,No,10,South,Flipkart
P02940,Deodorant,Bodycare,Nivea,1000.39,30,Oily,Curly,Adult,Female,2,Daily,Coconut Oil,Fruity,Yes,No,Yes,10,Pan-India,Brand Website
P02941,Face Wash,Fragrance,Nivea,690.7,15,Dry,,Teen,Female,5,Occasional,Rose Water,Fruity,Yes,Yes,No,4,South,Nykaa
P02942,Toner,Bodycare,Ponds,360.26,0,Sensitive,,Adult,Female,1,Occasional,Coconut Oil,Citrus,No,No,Yes,9,North,Amazon
P02943,Sunscreen,Fragrance,Lakmé,657.57,30,Dry,,Adult,Unisex,3,Occasional,Tea Tree,Floral,No,No,No,1,Pan-India,Flipkart
P02944,Face Wash,Bodycare,Dove,585.77,15,Oily,,Teen,Unisex,3,Occasional,Tea Tree,Citrus,Yes,Yes,No,8,South,Myntra
P02945,Lip Balm,Skincare,Dove,665.65,15,Oily,,Senior,Female,5,Daily,Rose Water,Fruity,Yes,No,Yes,9,Pan-India,Amazon
P02946,Face Wash,Haircare,Lakmé,1154.03,30,Combination,,Teen,Unisex,4,Weekly,Vitamin C,Woody,Yes,No,No,6,Pan-India,Brand Website
P02947,Toner,Bodycare,Biotique,251.58,50,Combination,Wavy,Teen,Male,5,Weekly,Tea Tree,Citrus,Yes,No,Yes,5,West,Amazon
P02948,Toner,Skincare,Nivea,216.62,50,Normal,Wavy,Adult,Male,4,Occasional,Coconut Oil,Unscented,Yes,Yes,No,9,North,Myntra
P02949,Conditioner,Makeup,Himalaya,75.51,50,Sensitive,Wavy,Adult,Male,2,Daily,Coconut Oil,Fruity,No,No,Yes,6,West,Amazon
P02950,Body Lotion,Bodycare,Ponds,979.64,30,Normal,,Teen,Male,5,Daily,Aloe Vera,Fruity,Yes,Yes,No,10,Pan-India,Brand Website
P02951,Toner,Skincare,Neutrogena,474.68,15,Oily,Straight,Senior,Male,3,Weekly,Coconut Oil,Citrus,No,No,No,3,North,Nykaa
P02952,Toner,Makeup,Mamaearth,972.6,0,Combination,,Senior,Male,5,Daily,Vitamin C,Floral,Yes,Yes,Yes,1,South,Brand Website
P02953,Toner,Makeup,Mamaearth,667.35,15,Combination,,Teen,Female,1,Occasional,Tea Tree,Woody,Yes,Yes,Yes,2,South,Amazon
P02954,Body Lotion,Skincare,Mamaearth,611.74,0,Normal,Curly,Senior,Female,4,Occasional,Aloe Vera,Unscented,No,No,No,3,Pan-India,Brand Website
P02955,Toner,Makeup,Mamaearth,1236.15,50,Normal,Curly,Senior,Unisex,5,Weekly,Charcoal,Floral,No,Yes,Yes,8,Pan-India,Myntra
P02956,Moisturizer,Haircare,Mamaearth,1220.21,30,Combination,,Adult,Female,3,Weekly,Vitamin C,Woody,Yes,No,Yes,7,East,Nykaa
P02957,Sunscreen,Haircare,Himalaya,163.72,0,Normal,Curly,Senior,Female,1,Occasional,Charcoal,Woody,Yes,No,Yes,7,West,Brand Website
P02958,Shampoo,Skincare,Nivea,1088.6,15,Normal,Curly,Adult,Female,5,Weekly,Tea Tree,Unscented,Yes,Yes,Yes,7,North,Amazon
P02959,Shampoo,Fragrance,Mamaearth,834.44,50,Oily,,Adult,Female,2,Weekly,Aloe Vera,Woody,Yes,No,No,9,South,Flipkart
P02960,Lip Balm,Skincare,Dove,606.47,0,Sensitive,,Teen,Male,5,Weekly,Charcoal,Unscented,No,No,No,10,North,Myntra
P02961,Serum,Makeup,L'Oréal,78.75,50,Sensitive,Straight,Senior,Female,5,Weekly,Rose Water,Floral,No,No,No,4,West,Brand Website
P02962,Moisturizer,Haircare,Neutrogena,429.15,30,Normal,,Adult,Unisex,2,Daily,Rose Water,Floral,No,No,No,2,East,Nykaa
P02963,Sunscreen,Fragrance,L'Oréal,659.79,15,Sensitive,Wavy,Senior,Unisex,5,Occasional,Vitamin C,Citrus,Yes,Yes,Yes,8,South,Nykaa
P02964,Conditioner,Bodycare,Garnier,764.99,50,Dry,Coily,Senior,Female,4,Weekly,Aloe Vera,Floral,No,Yes,No,3,East,Amazon
P02965,Sunscreen,Skincare,Garnier,854.78,50,Combination,Coily,Senior,Male,5,Weekly,Aloe Vera,Fruity,Yes,No,No,5,South,Myntra
P02966,Serum,Bodycare,Lakmé,1430.78,0,Oily,,Teen,Female,5,Occasional,Coconut Oil,Woody,No,Yes,Yes,4,North,Nykaa
P02967,Body Lotion,Bodycare,Neutrogena,751.95,50,Dry,,Senior,Unisex,1,Weekly,Coconut Oil,Fruity,No,No,No,3,West,Nykaa
P02968,Moisturizer,Bodycare,Lakmé,727.05,15,Normal,,Senior,Female,2,Weekly,Vitamin C,Citrus,No,No,No,4,North,Amazon
P02969,Moisturizer,Skincare,Himalaya,1243.91,30,Oily,,Senior,Female,5,Daily,Aloe Vera,Floral,Yes,No,Yes,5,South,Brand Website
P02970,Deodorant,Makeup,Biotique,850.16,0,Normal,Straight,Teen,Unisex,1,Weekly,Vitamin C,Floral,Yes,No,Yes,9,Pan-India,Nykaa
P02971,Sunscreen,Fragrance,Biotique,355.87,30,Normal,Wavy,Teen,Unisex,1,Daily,Tea Tree,Citrus,No,No,Yes,6,South,Myntra
P02972,Lip Balm,Bodycare,Biotique,1474.05,15,Oily,,Teen,Unisex,1,Weekly,Coconut Oil,Floral,Yes,Yes,No,7,South,Myntra
P02973,Toner,Haircare,Himalaya,1337.58,50,Sensitive,Curly,Teen,Female,4,Occasional,Rose Water,Fruity,Yes,No,No,10,North,Nykaa
P02974,Toner,Bodycare,Ponds,1152.92,50,Sensitive,,Senior,Male,3,Weekly,Charcoal,Floral,No,No,No,8,Pan-India,Amazon
P02975,Shampoo,Haircare,Biotique,403.05,30,Combination,Wavy,Adult,Female,3,Occasional,Aloe Vera,Unscented,Yes,No,No,8,East,Flipkart
P02976,Moisturizer,Fragrance,Lakmé,643.1,50,Combination,Coily,Teen,Female,3,Occasional,Tea Tree,Unscented,No,Yes,No,10,Pan-India,Flipkart
P02977,Sunscreen,Skincare,Biotique,1081.61,30,Dry,Wavy,Teen,Unisex,2,Daily,Coconut Oil,Unscented,No,No,No,6,South,Amazon
P02978,Lip Balm,Fragrance,Biotique,1303.31,15,Oily,Curly,Adult,Unisex,3,Occasional,Charcoal,Woody,No,No,Yes,6,Pan-India,Nykaa
P02979,Deodorant,Haircare,Ponds,656.74,15,Dry,,Senior,Female,1,Occasional,Aloe Vera,Floral,No,Yes,No,3,North,Amazon
P02980,Moisturizer,Haircare,Dove,978.04,30,Oily,Curly,Senior,Unisex,4,Weekly,Charcoal,Fruity,No,No,No,9,South,Nykaa
P02981,Face Wash,Fragrance,Mamaearth,812.41,50,Oily,,Teen,Unisex,5,Daily,Vitamin C,Fruity,Yes,No,No,5,West,Brand Website
P02982,Serum,Makeup,Dove,1044.85,0,Combination,Coily,Senior,Male,1,Occasional,Tea Tree,Floral,Yes,No,No,3,East,Myntra
P02983,Deodorant,Skincare,Garnier,1463.71,30,Oily,,Adult,Unisex,3,Daily,Tea Tree,Woody,Yes,No,Yes,7,Pan-India,Amazon
P02984,Conditioner,Makeup,Ponds,73.85,30,Oily,,Senior,Unisex,4,Weekly,Vitamin C,Unscented,Yes,No,No,1,Pan-India,Nykaa
P02985,Moisturizer,Makeup,Mamaearth,921.45,0,Normal,,Teen,Unisex,5,Occasional,Rose Water,Unscented,No,No,No,10,Pan-India,Amazon
P02986,Body Lotion,Fragrance,Lakmé,1094.18,0,Combination,Straight,Teen,Female,2,Occasional,Coconut Oil,Fruity,Yes,No,Yes,3,East,Amazon
P02987,Lip Balm,Haircare,Nivea,639.25,0,Oily,,Teen,Unisex,4,Daily,Rose Water,Woody,No,Yes,Yes,4,South,Amazon
P02988,Shampoo,Haircare,L'Oréal,411.79,15,Oily,,Senior,Male,4,Occasional,Rose Water,Floral,No,No,Yes,5,North,Nykaa
P02989,Toner,Skincare,Lakmé,1420.81,0,Dry,Coily,Adult,Male,3,Daily,Tea Tree,Woody,Yes,No,No,8,South,Brand Website
P02990,Serum,Makeup,Lakmé,805.91,50,Dry,,Teen,Male,1,Occasional,Coconut Oil,Fruity,No,No,Yes,3,South,Brand Website
P02991,Shampoo,Skincare,Biotique,360.28,50,Normal,,Teen,Male,4,Weekly,Coconut Oil,Fruity,Yes,No,No,2,North,Brand Website
P02992,Body Lotion,Bodycare,Garnier,291.19,15,Combination,Curly,Teen,Unisex,2,Weekly,Vitamin C,Unscented,Yes,Yes,Yes,3,Pan-India,Brand Website
P02993,Deodorant,Fragrance,L'Oréal,1029.84,50,Oily,Straight,Adult,Male,1,Daily,Aloe Vera,Woody,No,No,No,6,North,Nykaa
P02994,Serum,Bodycare,Dove,248.77,30,Oily,Curly,Senior,Male,1,Weekly,Charcoal,Fruity,Yes,Yes,Yes,9,East,Myntra
P02995,Face Wash,Fragrance,L'Oréal,358.26,30,Normal,Curly,Adult,Unisex,3,Weekly,Aloe Vera,Citrus,No,Yes,No,5,South,Brand Website
P02996,Sunscreen,Bodycare,L'Oréal,633.26,0,Dry,,Adult,Female,3,Daily,Vitamin C,Floral,Yes,No,Yes,10,South,Nykaa
P02997,Body Lotion,Bodycare,Ponds,104.15,50,Dry,Wavy,Adult,Unisex,2,Daily,Aloe Vera,Unscented,Yes,Yes,Yes,6,Pan-India,Nykaa
P02998,Body Lotion,Skincare,L'Oréal,993.11,0,Combination,Straight,Senior,Unisex,5,Weekly,Vitamin C,Unscented,Yes,No,No,9,East,Brand Website
P02999,Deodorant,Bodycare,Biotique,1102.59,50,Dry,Curly,Teen,Male,3,Daily,Aloe Vera,Fruity,Yes,No,No,2,East,Amazon
P03000,Toner,Haircare,Biotique,521.44,50,Normal,Curly,Teen,Male,4,Occasional,Rose Water,Woody,No,No,Yes,10,Pan-India,Flipkart
P03001,Conditioner,Makeup,Neutrogena,1180.5,50,Normal,,Teen,Unisex,1,Weekly,Charcoal,Floral,Yes,No,Yes,10,South,Brand Website
P03002,Shampoo,Fragrance,Ponds,980.31,30,Combination,,Teen,Male,3,Weekly,Charcoal,Woody,Yes,No,Yes,9,East,Amazon
P03003,Moisturizer,Haircare,Mamaearth,593.65,0,Oily,Wavy,Adult,Male,2,Daily,Rose Water,Fruity,No,Yes,No,10,South,Flipkart
P03004,Face Wash,Haircare,Lakmé,1003.68,30,Combination,Curly,Teen,Male,4,Daily,Coconut Oil,Floral,Yes,Yes,Yes,1,South,Flipkart
P03005,Deodorant,Makeup,Nivea,860.03,0,Oily,Curly,Teen,Female,5,Weekly,Vitamin C,Woody,Yes,No,Yes,5,Pan-India,Brand Website
P03006,Conditioner,Skincare,Dove,553.82,50,Oily,Coily,Adult,Male,3,Daily,Coconut Oil,Woody,Yes,Yes,No,6,North,Amazon
P03007,Shampoo,Haircare,Himalaya,276.43,50,Dry,Straight,Adult,Female,4,Occasional,Tea Tree,Unscented,Yes,Yes,Yes,2,East,Flipkart
P03008,Toner,Fragrance,Biotique,1277.86,15,Dry,Coily,Adult,Unisex,2,Occasional,Vitamin C,Fruity,No,No,Yes,8,West,Myntra
P03009,Moisturizer,Makeup,Biotique,1245.84,15,Normal,,Senior,Female,2,Daily,Charcoal,Citrus,No,No,Yes,9,South,Myntra
P03010,Shampoo,Fragrance,L'Oréal,407.26,30,Sensitive,,Adult,Unisex,3,Weekly,Aloe Vera,Unscented,No,No,No,4,North,Nykaa
P03011,Sunscreen,Bodycare,Nivea,531.15,50,Combination,Curly,Senior,Male,4,Weekly,Tea Tree,Floral,No,No,Yes,4,South,Nykaa
P03012,Lip Balm,Makeup,Biotique,1405.84,0,Combination,,Teen,Female,1,Weekly,Tea Tree,Floral,Yes,No,Yes,5,West,Brand Website
P03013,Sunscreen,Haircare,Lakmé,943.46,15,Sensitive,Wavy,Teen,Female,1,Weekly,Vitamin C,Fruity,Yes,No,No,1,West,Flipkart
P03014,Lip Balm,Skincare,Neutrogena,724.13,50,Sensitive,,Senior,Unisex,5,Daily,Tea Tree,Unscented,Yes,Yes,No,9,Pan-India,Myntra
P03015,Conditioner,Skincare,Mamaearth,1388.86,50,Oily,,Teen,Male,2,Daily,Charcoal,Unscented,Yes,Yes,Yes,4,South,Flipkart
P03016,Sunscreen,Fragrance,Mamaearth,1164.12,30,Dry,,Senior,Male,5,Occasional,Vitamin C,Woody,Yes,No,No,5,South,Flipkart
P03017,Body Lotion,Bodycare,Ponds,770.33,15,Oily,Straight,Senior,Unisex,1,Weekly,Vitamin C,Citrus,Yes,Yes,No,10,Pan-India,Nykaa
P03018,Serum,Makeup,L'Oréal,194.94,15,Sensitive,,Teen,Male,4,Occasional,Rose Water,Floral,No,Yes,No,9,West,Nykaa
P03019,Shampoo,Fragrance,Ponds,1032.98,15,Oily,Straight,Teen,Male,3,Daily,Vitamin C,Unscented,No,No,Yes,3,North,Amazon
P03020,Sunscreen,Haircare,L'Oréal,459.76,30,Dry,,Senior,Unisex,2,Weekly,Rose Water,Woody,Yes,Yes,Yes,9,Pan-India,Myntra
P03021,Conditioner,Makeup,Mamaearth,496.26,30,Oily,Coily,Senior,Male,3,Daily,Vitamin C,Floral,No,No,No,2,South,Brand Website
P03022,Sunscreen,Bodycare,Lakmé,1147.05,50,Combination,Wavy,Adult,Male,2,Weekly,Aloe Vera,Fruity,Yes,No,No,3,West,Amazon
P03023,Sunscreen,Bodycare,Garnier,1117.02,50,Sensitive,,Adult,Male,1,Daily,Coconut Oil,Woody,Yes,No,Yes,5,West,Flipkart
P03024,Face Wash,Skincare,Garnier,331.31,30,Normal,,Teen,Male,3,Weekly,Rose Water,Unscented,Yes,No,Yes,10,East,Myntra
P03025,Serum,Skincare,Biotique,91.74,30,Sensitive,,Adult,Female,1,Occasional,Tea Tree,Floral,No,No,No,9,East,Amazon
P03026,Shampoo,Skincare,Ponds,105.33,15,Sensitive,,Adult,Male,4,Daily,Coconut Oil,Citrus,Yes,No,Yes,6,South,Amazon
P03027,Shampoo,Bodycare,Dove,940.36,0,Normal,Coily,Adult,Male,1,Occasional,Aloe Vera,Unscented,No,Yes,Yes,6,North,Nykaa
